registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs),make,model
,Comprehensive,CNG,5.0,66000.0,First Owner,Manual,,26.6,998.0,58.16,,2.6,Maruti,Wagon
,Comprehensive,Petrol,5.0,87000.0,Second Owner,Manual,,14.7,1999.0,114.0,,1.35,Mitsubishi,Cedia
,Comprehensive,Petrol,5.0,18000.0,First Owner,Automatic,,16.5,1353.0,138.08,,17.25,Kia,Seltos
,Comprehensive,Petrol,5.0,30000.0,First Owner,Manual,,18.24,999.0,108.62,,7.9,Volkswagen,Polo
,Comprehensive,Petrol,4.0,26000.0,First Owner,Automatic,,7.08,2405.0,307.0,,1.55,Mercedes-Benz,S-Class
,Comprehensive,Petrol,7.0,39980.0,First Owner,Manual,,15.4,1497.0,117.3,,7.95,Honda,BR-V
,Third Party,Petrol,5.0,19000.0,Second Owner,Automatic,,16.95,1197.0,78.9,,2.35,Hyundai,i10
,Comprehensive,Petrol,5.0,44000.0,First Owner,Automatic,,18.19,1197.0,103.2,,6.5,Volkswagen,Vento
,Comprehensive,Petrol,5.0,44500.0,First Owner,Automatic,,14.28,1798.0,138.03,,9.35,Toyota,Corolla
,Comprehensive,Petrol,5.0,26000.0,First Owner,Automatic,,16.5,1353.0,138.08,,16.75,Kia,Seltos
,Third Party,Petrol,5.0,56000.0,First Owner,Manual,,14.53,1798.0,138.1,,3.7,Toyota,Corolla
,Comprehensive,Petrol,5.0,18500.0,First Owner,Automatic,,19.16,2405.0,214.5,,39.75,Toyota,Camry
,Comprehensive,Electric,5.0,16500.0,First Owner,Automatic,,,,73.75,,9.75,Tata,Tigor
,Comprehensive,Petrol,5.0,33000.0,First Owner,Manual,,18.16,1196.0,86.8,,4.35,Ford,Aspire
,Comprehensive,Diesel,7.0,30000.0,First Owner,Manual,,25.47,1248.0,88.5,,8.75,Maruti,Ertiga
,Comprehensive,Petrol,5.0,40880.0,First Owner,Manual,,18.9,1197.0,81.86,,4.99,Hyundai,Grand
,Third Party insurance,Diesel,5.0,39538.0,Second Owner,Automatic,,24.3,1248.0,88.5,,8.49,Maruti,Vitara
,Comprehensive,Diesel,5.0,57700.0,Second Owner,Automatic,,17.9,2143.0,136.0,,22.5,Mercedes-Benz,CLA
,Comprehensive,Petrol,5.0,14000.0,First Owner,Manual,,21.7,998.0,65.71,,4.75,Maruti,S-Presso
,Comprehensive,Petrol,5.0,58557.0,Second Owner,Automatic,,15.74,1591.0,121.3,,5.5,Hyundai,Verna
,Third Party insurance,CNG,5.0,93900.0,Second Owner,Manual,,32.52,998.0,58.33,,3.25,Maruti,Wagon
,Third Party,Petrol,5.0,65200.0,First Owner,Manual,,19.4,1198.0,86.8,,2.7,Honda,Brio
,Comprehensive,Diesel,5.0,93000.0,First Owner,Manual,,20.45,1461.0,83.8,,3.85,Renault,Duster
,Third Party insurance,Petrol,5.0,39000.0,First Owner,Manual,,20.73,1373.0,91.1,,5.3,Maruti,Ciaz
,Third Party insurance,Petrol,5.0,66000.0,Second Owner,Automatic,,14.28,1798.0,138.03,,6.51,Toyota,Corolla
,Third Party insurance,Petrol,5.0,46000.0,First Owner,Manual,,17.4,1497.0,117.6,,8.44,Honda,City
,Third Party insurance,Petrol,5.0,48000.0,First Owner,Automatic,,12.95,1999.0,152.88,,14.95,Hyundai,Tucson
,Comprehensive,Petrol,5.0,4500.0,First Owner,Automatic,,18.41,1498.0,147.52,,19.75,Skoda,Slavia
,Comprehensive,Petrol,5.0,990.0,First Owner,Manual,,17.0,1198.0,73.75,,4.9,Volkswagen,Ameo
,Third Party,Petrol,5.0,44000.0,First Owner,Manual,,19.81,1086.0,68.05,,1.65,Hyundai,i10
,Comprehensive,Petrol,5.0,63000.0,Second Owner,Automatic,,14.7,1496.0,120.69,,5.4,Ford,Ecosport
,Comprehensive,Diesel,7.0,125000.0,Second Owner,Manual,,15.4,2179.0,120.0,,9.25,Mahindra,Scorpio
,Comprehensive,Diesel,5.0,75000.0,First Owner,Automatic,,13.6,2405.0,307.0,,48.5,Porsche,Cayenne
,Comprehensive,Petrol,5.0,6100.0,First Owner,Manual,,21.7,998.0,65.71,,5.36,Maruti,S-Presso
,Third Party,Petrol,5.0,56100.0,First Owner,Automatic,,23.1,998.0,67.04,,3.76,Maruti,Celerio
,Comprehensive,Petrol,5.0,58100.0,First Owner,Manual,,20.51,998.0,67.04,,4.76,Maruti,Wagon
,Comprehensive,Petrol,7.0,15100.0,First Owner,Manual,,20.0,999.0,71.01,,6.96,Renault,Triber
,Comprehensive,Petrol,5.0,45728.0,First Owner,Manual,,18.78,999.0,75.0,,6.5,Volkswagen,Polo
,Third Party,Petrol,5.0,72000.0,First Owner,Manual,,18.9,998.0,67.1,,2.31,Maruti,Wagon
,Comprehensive,Petrol,5.0,79300.0,Second Owner,Manual,,17.5,1197.0,85.8,,2.46,Maruti,Swift
,Third Party insurance,Petrol,5.0,48000.0,First Owner,Automatic,,15.1,1798.0,178.0,,16.75,Skoda,Octavia
,Comprehensive,Petrol,5.0,48000.0,First Owner,Automatic,,19.12,1373.0,91.1,,6.25,Maruti,Ciaz
,Third Party insurance,Petrol,5.0,56000.0,First Owner,Automatic,,11.1,2354.0,158.8,,11.75,Honda,CR-V
,Comprehensive,Petrol,5.0,37000.0,First Owner,Automatic,,15.5,1198.0,86.7,,4.25,Honda,Amaze
,Third Party insurance,Diesel,5.0,37000.0,First Owner,Automatic,,18.53,1968.0,187.74,,34.75,Audi,A6
,Third Party insurance,Diesel,5.0,38000.0,First Owner,Automatic,,17.9,2143.0,201.15,,49.75,Mercedes-Benz,GLE
,Comprehensive,Diesel,4.0,54000.0,First Owner,Automatic,,17.66,2405.0,261.49,,57.75,BMW,7
,Comprehensive,Diesel,5.0,53000.0,First Owner,Automatic,,16.1,1950.0,191.7,,49.0,Mercedes-Benz,E-Class
,Third Party insurance,Petrol,5.0,71067.0,Second Owner,Manual,,19.4,1198.0,86.8,,2.49,Honda,Brio
,Comprehensive,Diesel,8.0,98000.0,First Owner,Manual,,12.99,2405.0,100.6,,11.85,Toyota,Innova
,Third Party,Diesel,5.0,49223.0,First Owner,Manual,,23.22,1497.0,113.42,,9.99,Tata,Nexon
,Comprehensive,Petrol,5.0,20707.0,First Owner,Automatic,,23.95,998.0,67.05,,3.49,Maruti,Alto
,Comprehensive,Diesel,5.0,84000.0,First Owner,Manual,,23.59,1364.0,,,3.95,Toyota,Etios
,Comprehensive,Diesel,5.0,78000.0,Second Owner,Automatic,,17.01,1582.0,126.2,,8.95,Hyundai,Creta
,Third Party insurance,Diesel,8.0,37000.0,Second Owner,Manual,,12.0,2393.0,148.0,,19.95,Toyota,Innova
,Third Party insurance,Diesel,7.0,49000.0,First Owner,Manual,,13.68,2393.0,147.51,,23.95,Toyota,Innova
,Third Party insurance,Petrol,7.0,43000.0,First Owner,Automatic,,18.2,999.0,71.01,,7.25,Renault,Triber
,Third Party insurance,Diesel,5.0,39500.0,First Owner,Automatic,,21.76,1995.0,188.0,,35.95,BMW,3
,Comprehensive,Petrol,7.0,4500.0,First Owner,Automatic,,16.5,1353.0,138.05,,18.5,Kia,Carens
,Comprehensive,Diesel,7.0,70433.0,First Owner,Manual,,15.1,2179.0,140.0,,9.25,Mahindra,XUV500
,Comprehensive,Petrol,5.0,48000.0,First Owner,Manual,,18.9,1197.0,82.0,,3.85,Hyundai,Grand
,Comprehensive,Petrol,5.0,73944.0,Second Owner,Automatic,,14.28,1798.0,138.03,,7.75,Toyota,Corolla
,Third Party,Diesel,7.0,168583.0,Second Owner,Manual,,12.99,2405.0,100.0,,4.5,Toyota,Innova
,Comprehensive,Petrol,5.0,45000.0,First Owner,Automatic,,21.21,1197.0,81.8,,6.49,Maruti,Swift
,Third Party,Petrol,5.0,70523.0,First Owner,Automatic,,14.8,1591.0,121.3,,9.0,Hyundai,Creta
,Third Party insurance,Petrol,5.0,66000.0,Second Owner,Automatic,,19.12,1373.0,91.1,,5.55,Maruti,Ciaz
,Comprehensive,Petrol,5.0,28153.0,First Owner,Automatic,,17.36,1197.0,81.86,,6.25,Hyundai,Xcent
,Comprehensive,Diesel,7.0,31000.0,First Owner,Automatic,,16.25,1968.0,148.0,,29.5,Skoda,Kodiaq
,Third Party,Petrol,5.0,50000.0,Second Owner,Manual,,21.21,1197.0,81.8,,4.5,Maruti,Swift
,Comprehensive,Petrol,7.0,9000.0,First Owner,Automatic,,,1999.0,197.13,,27.25,Mahindra,XUV700
,Comprehensive,Petrol,5.0,32000.0,First Owner,Automatic,,18.0,1497.0,117.6,,8.75,Honda,City
,Comprehensive,Diesel,5.0,29500.0,First Owner,Automatic,,21.76,1995.0,188.0,,38.75,BMW,3
,Comprehensive,Diesel,7.0,35000.0,First Owner,Automatic,,14.75,2405.0,245.0,,62.5,Audi,Q7
,Comprehensive,Petrol,5.0,37060.0,First Owner,Manual,,17.69,999.0,108.62,,6.5,Volkswagen,Vento
,Comprehensive,Diesel,5.0,108400.0,Second Owner,Automatic,,15.26,2143.0,203.2,,20.5,Mercedes-Benz,M-Class
,Third Party,Petrol,5.0,22000.0,First Owner,Automatic,,18.3,1199.0,88.5,,9.0,Honda,Amaze
,Third Party,Petrol,5.0,62700.0,Second Owner,Automatic,,15.74,1591.0,121.3,,6.15,Hyundai,Verna
,Third Party insurance,Diesel,5.0,39500.0,First Owner,Automatic,,,1493.0,113.45,,18.95,Hyundai,Creta
,Third Party,CNG,7.0,112200.0,Second Owner,Manual,,22.8,1373.0,80.9,,5.75,Maruti,Ertiga
,Third Party insurance,Petrol,5.0,16000.0,First Owner,Manual,,15.8,1591.0,121.3,,12.95,Hyundai,Creta
,Third Party,Diesel,5.0,81000.0,Second Owner,Automatic,,28.4,1248.0,74.02,,6.75,Maruti,Swift
,Third Party insurance,Diesel,7.0,11600.0,First Owner,Automatic,,,2405.0,307.0,,1.25,Mercedes-Benz,GLS
,Comprehensive,Petrol,5.0,94272.0,First Owner,Manual,,17.01,1591.0,121.3,,3.25,Hyundai,Verna
,Comprehensive,Diesel,7.0,48000.0,First Owner,Automatic,,15.97,2405.0,258.0,,35.75,BMW,X5
,Comprehensive,Petrol,5.0,53000.0,Third Owner,Automatic,,8.9,2405.0,307.0,,52.5,Mercedes-Benz,GLE
,Comprehensive,Diesel,7.0,99000.0,Second Owner,Automatic,,11.36,2405.0,171.5,,16.85,Toyota,Innova
,Third Party,Petrol,5.0,44700.0,Second Owner,Manual,,19.81,1086.0,68.05,,1.85,Hyundai,i10
,Comprehensive,Petrol,5.0,53000.0,First Owner,Manual,,17.0,1198.0,108.5,,6.75,Tata,Nexon
,Third Party,Petrol,7.0,12000.0,First Owner,Automatic,,16.5,1353.0,138.05,,18.95,Kia,Carens
,Third Party insurance,Petrol,5.0,13000.0,First Owner,Automatic,,18.15,998.0,118.35,,9.95,Hyundai,Venue
,Third Party,Petrol,5.0,1800.0,First Owner,Manual,,,998.0,118.41,,10.95,Hyundai,Venue
,Third Party insurance,Petrol,5.0,18000.0,First Owner,Manual,,18.6,1197.0,81.86,,6.95,Hyundai,i20
,Comprehensive,Diesel,5.0,26500.0,First Owner,Automatic,,19.59,1995.0,187.74,,38.5,BMW,3
,Comprehensive,Diesel,5.0,26000.0,First Owner,Automatic,,11.2,1969.0,235.0,,54.75,Volvo,XC60
,Comprehensive,Petrol,5.0,11001.0,First Owner,Automatic,,18.15,998.0,118.35,,11.95,Hyundai,Venue
,Zero Dep,Diesel,5.0,10000.0,First Owner,Automatic,,,1493.0,113.43,,14.75,Kia,Sonet
,Comprehensive,Electric,5.0,16000.0,First Owner,Automatic,,,,127.0,,13.85,Tata,Nexon
,Third Party insurance,Petrol,5.0,35000.0,First Owner,Automatic,,15.04,1991.0,183.0,,24.5,Mercedes-Benz,CLA
,Third Party,Diesel,7.0,85000.0,Second Owner,Manual,,16.0,2179.0,140.0,,5.95,Mahindra,XUV500
,Comprehensive,Petrol,5.0,80000.0,First Owner,Manual,,15.8,1499.0,110.0,,4.99,Ford,Ecosport
,Comprehensive,Petrol,5.0,22000.0,First Owner,Automatic,,15.63,1499.0,110.4,,7.25,Ford,Ecosport
,Third Party,Petrol,5.0,64592.0,Second Owner,Automatic,,16.95,1197.0,78.9,,2.49,Hyundai,i10
,Third Party insurance,Diesel,7.0,29800.0,First Owner,Manual,,13.68,2393.0,147.8,,19.95,Toyota,Innova
,Comprehensive,Petrol,5.0,34000.0,First Owner,Manual,,20.3,1199.0,84.0,,5.45,Tata,Tigor
,Comprehensive,Diesel,5.0,99000.0,Second Owner,Manual,,21.43,1364.0,87.2,,5.75,Toyota,Corolla
,Comprehensive,Petrol,5.0,61000.0,First Owner,Automatic,,17.4,1497.0,117.6,,9.75,Honda,City
,Third Party insurance,Petrol,5.0,29470.0,First Owner,Manual,,18.6,1197.0,81.83,,7.25,Hyundai,i20
,Third Party insurance,Diesel,5.0,118000.0,First Owner,Manual,,19.3,1248.0,73.9,,2.98,Maruti,Swift
,Comprehensive,Diesel,5.0,26000.0,First Owner,Automatic,,14.6,1956.0,167.67,,22.99,Tata,Harrier
,Third Party insurance,Diesel,7.0,35000.0,First Owner,Automatic,,12.0,2393.0,148.0,,28.85,Toyota,Innova
,Third Party insurance,Petrol,5.0,58000.0,First Owner,Manual,,20.73,1373.0,91.1,,6.51,Maruti,Ciaz
,Comprehensive,Diesel,5.0,24326.0,First Owner,Automatic,,18.0,1493.0,113.43,,17.95,Kia,Seltos
,Comprehensive,Petrol,5.0,33989.0,First Owner,Automatic,,17.01,1591.0,121.4,,6.65,Hyundai,Verna
,Comprehensive,Diesel,5.0,71500.0,Second Owner,Automatic,,16.77,2405.0,241.38,,14.5,Audi,A6
,Comprehensive,Diesel,5.0,38900.0,First Owner,Automatic,,16.12,2405.0,245.0,,67.5,Porsche,Cayenne
,Third Party insurance,Petrol,5.0,25000.0,First Owner,Automatic,,14.7,1496.0,120.69,,7.28,Ford,Ecosport
,Third Party insurance,Petrol,5.0,98000.0,First Owner,Manual,,16.95,1498.0,97.7,,3.18,Nissan,Sunny
,Comprehensive,Diesel,7.0,8000.0,Second Owner,Manual,,18.06,2405.0,63.0,,4.75,Mahindra,Thar
,Third Party insurance,Diesel,7.0,39900.0,First Owner,Automatic,,12.0,2393.0,148.0,,21.45,Toyota,Innova
,Comprehensive,Diesel,5.0,49000.0,Second Owner,Automatic,,17.68,1968.0,174.33,,13.49,Audi,A6
,Third Party insurance,Petrol,5.0,47000.0,First Owner,Manual,,18.9,998.0,67.1,,2.25,Maruti,Wagon
,Comprehensive,Petrol,5.0,9000.0,First Owner,Automatic,,15.04,1991.0,183.0,,28.5,Mercedes-Benz,CLA
,Comprehensive,Diesel,5.0,79400.0,Second Owner,Automatic,,16.36,2179.0,187.7,,18.5,Jaguar,XF
,Comprehensive,Diesel,5.0,76613.0,First Owner,Automatic,,17.01,1582.0,126.2,,9.75,Hyundai,Creta
,Comprehensive,Diesel,7.0,89000.0,First Owner,Manual,,12.0,2393.0,148.0,,18.5,Toyota,Innova
,Third Party insurance,Petrol,5.0,16200.0,First Owner,Automatic,,13.96,1451.0,141.0,,16.21,MG,Hector
,Comprehensive,Diesel,5.0,39200.0,Second Owner,Automatic,,18.53,1968.0,187.74,,23.5,Audi,A6
,Third Party insurance,Diesel,7.0,87520.0,First Owner,Manual,,15.1,2179.0,152.87,,15.75,Mahindra,XUV500
,Comprehensive,Diesel,5.0,24000.0,First Owner,Manual,,17.1,1956.0,170.0,,12.9,Jeep,Compass
,Comprehensive,Petrol,7.0,5000.0,First Owner,Automatic,,10.0,2405.0,163.6,,38.5,Toyota,Fortuner
,Third Party insurance,Diesel,7.0,219669.25,Third Owner,Manual,,12.99,2405.0,100.0,,6.25,Toyota,Innova
,Third Party insurance,Petrol,5.0,67000.0,First Owner,Automatic,,15.1,1798.0,178.0,,13.75,Skoda,Octavia
,Comprehensive,Petrol,5.0,57000.0,First Owner,Automatic,,12.0,2354.0,187.4,,9.75,Honda,CR-V
,Third Party insurance,Petrol,7.0,42000.0,First Owner,Manual,,16.02,1373.0,93.7,,5.75,Maruti,Ertiga
,Comprehensive,Diesel,7.0,219669.25,First Owner,Manual,,12.99,2405.0,100.6,,8.3,Toyota,Innova
,Third Party insurance,Diesel,5.0,76000.0,First Owner,Manual,,26.21,1248.0,88.5,,7.75,Maruti,Ciaz
,Third Party insurance,Petrol,5.0,16000.0,First Owner,Automatic,,21.21,1197.0,81.8,,6.8,Maruti,Swift
,Comprehensive,Petrol,5.0,55000.0,First Owner,Automatic,,18.19,1197.0,103.2,,6.15,Volkswagen,Vento
,Comprehensive,Diesel,8.0,44000.0,First Owner,Manual,,13.68,2393.0,147.51,,19.5,Toyota,Innova
,Third Party insurance,Diesel,5.0,16000.0,First Owner,Automatic,,16.3,1956.0,170.0,,24.95,Jeep,Compass
,Comprehensive,Diesel,5.0,44000.0,Second Owner,Manual,,28.09,1248.0,88.5,,8.49,Maruti,Ciaz
,Third Party insurance,Diesel,5.0,12900.0,First Owner,Manual,,,1956.0,167.68,,19.75,MG,Hector
,Comprehensive,Diesel,8.0,98000.0,First Owner,Manual,,12.99,2405.0,100.6,,11.75,Toyota,Innova
,Third Party insurance,Petrol,5.0,58000.0,Second Owner,Automatic,,12.0,2354.0,187.4,,8.99,Honda,CR-V
,Third Party insurance,Diesel,5.0,13300.0,First Owner,Automatic,,23.0,1993.0,197.13,,60.0,Mercedes-Benz,C-Class
,Comprehensive,CNG,5.0,128000.0,First Owner,Manual,,26.6,998.0,58.16,,3.21,Maruti,Wagon
,Comprehensive,Diesel,5.0,54000.0,Second Owner,Automatic,,19.59,1995.0,184.0,,22.75,BMW,3
,Comprehensive,Diesel,5.0,75400.0,Second Owner,Automatic,,19.27,2143.0,170.0,,21.8,Mercedes-Benz,C-Class
,Third Party insurance,Petrol,7.0,20500.0,First Owner,Manual,,19.01,1462.0,103.26,,11.11,Maruti,Ertiga
,Third Party,Petrol,5.0,31980.0,First Owner,Manual,,19.1,1197.0,82.0,,3.59,Hyundai,Xcent
,Comprehensive,Diesel,5.0,4000.0,First Owner,Automatic,,14.9,1956.0,167.67,,29.9,Jeep,Compass
,Comprehensive,Petrol,5.0,50000.0,Second Owner,Automatic,,18.0,1497.0,117.3,,6.25,Honda,City
,Third Party insurance,Petrol,5.0,36000.0,First Owner,Automatic,,13.96,1451.0,141.0,,15.99,MG,Hector
,Comprehensive,Petrol,5.0,26000.0,First Owner,Manual,,17.4,1497.0,117.3,,6.45,Honda,City
,Third Party,Petrol,5.0,11000.0,First Owner,Automatic,,18.86,1498.0,147.51,,17.95,Skoda,Kushaq
,Third Party,CNG,7.0,14000.0,First Owner,Manual,,26.08,1462.0,91.19,,10.95,Maruti,Ertiga
,Third Party,Petrol,5.0,82000.0,Third Owner,Automatic,,14.5,1797.0,147.5,,3.75,Hyundai,Elantra
,Comprehensive,Diesel,7.0,52000.0,First Owner,Automatic,,13.01,2199.0,194.3,,14.45,Hyundai,Santa
,Third Party,Petrol,5.0,30000.0,Second Owner,Manual,,21.1,814.0,55.2,,2.25,Hyundai,EON
,Third Party insurance,Petrol,5.0,42000.0,First Owner,Automatic,,22.0,1197.0,81.8,,6.75,Maruti,Swift
,Comprehensive,Petrol,5.0,25000.0,First Owner,Automatic,,15.63,1499.0,110.4,,6.95,Ford,Ecosport
,Comprehensive,Petrol,5.0,21000.0,First Owner,Manual,,19.4,1198.0,86.8,,3.45,Honda,Brio
,Comprehensive,Diesel,5.0,46000.0,First Owner,Manual,,24.3,1248.0,88.5,,8.45,Maruti,Vitara
,Comprehensive,Diesel,6.0,37000.0,First Owner,Automatic,,18.1,1493.0,113.42,,21.75,Hyundai,Alcazar
,Third Party insurance,Petrol,5.0,7000.0,First Owner,Manual,,22.05,796.0,47.33,,3.95,Maruti,Alto
,Third Party insurance,Diesel,5.0,80500.0,First Owner,Automatic,,14.21,2143.0,203.0,,8.25,Mercedes-Benz,E-Class
,Comprehensive,Diesel,5.0,29300.0,First Owner,Automatic,,17.9,2143.0,136.0,,28.5,Mercedes-Benz,CLA
,Third Party insurance,Petrol,5.0,42542.0,First Owner,Manual,,18.5,1197.0,82.85,,5.5,Hyundai,i20
,Comprehensive,Petrol,5.0,9000.0,First Owner,Automatic,,17.0,1197.0,108.6,,10.45,Mahindra,XUV300
,Comprehensive,Diesel,5.0,44532.0,First Owner,Automatic,,22.0,1582.0,126.2,,9.49,Hyundai,Verna
,Third Party insurance,CNG,5.0,36788.0,First Owner,Manual,,33.44,796.0,40.3,,2.99,Maruti,Alto
,Comprehensive,Petrol,5.0,52000.0,First Owner,Automatic,,14.28,1798.0,138.03,,7.95,Toyota,Corolla
,Third Party,Petrol,5.0,45112.0,First Owner,Manual,,21.79,998.0,67.05,,1.51,Maruti,Wagon
,Comprehensive,Diesel,5.0,39700.0,Third Owner,Automatic,,23.8,1998.0,112.0,,11.75,Mini,Cooper
,Comprehensive,CNG,5.0,49112.0,First Owner,Manual,,32.52,998.0,58.33,,5.95,Maruti,Wagon
,Comprehensive,Petrol,5.0,24958.0,First Owner,Automatic,,20.1,1197.0,81.86,,6.99,Hyundai,Aura
,Comprehensive,Petrol,5.0,16200.0,First Owner,Automatic,,,1451.0,141.0,,16.71,MG,Hector
,Comprehensive,Petrol,5.0,26000.0,First Owner,Automatic,,16.13,1998.0,254.79,,38.45,BMW,3
,Comprehensive,Petrol,5.0,40600.0,First Owner,Automatic,,13.7,1991.0,183.0,,26.99,Mercedes-Benz,GLA
,Comprehensive,Diesel,7.0,88000.0,Second Owner,Automatic,,11.36,2405.0,171.5,,17.75,Toyota,Innova
,Comprehensive,Petrol,5.0,53800.0,First Owner,Manual,,15.9,1496.0,120.69,,5.25,Ford,Ecosport
,Comprehensive,Diesel,5.0,38000.0,First Owner,Automatic,,19.08,1582.0,126.32,,5.95,Hyundai,Verna
,Third Party insurance,Diesel,5.0,72765.0,First Owner,Manual,,22.32,1582.0,126.32,,4.11,Hyundai,Verna
,Third Party insurance,Diesel,7.0,41000.0,First Owner,Automatic,,17.6,2179.0,153.86,,14.75,Tata,Hexa
,Comprehensive,Diesel,7.0,70000.0,Second Owner,Manual,,14.0,2179.0,138.1,,5.25,Tata,Safari
,Comprehensive,Petrol,6.0,8000.0,First Owner,Automatic,,16.5,1353.0,138.05,,18.9,Kia,Carens
,Comprehensive,Petrol,5.0,66000.0,Second Owner,Manual,,15.5,1586.0,103.3,,1.9,Maruti,SX4
,Comprehensive,Petrol,5.0,85497.0,Second Owner,Automatic,,19.56,1197.0,81.8,,5.75,Maruti,Baleno
,Third Party insurance,CNG,5.0,59000.0,First Owner,Manual,,32.52,998.0,58.33,,4.89,Maruti,Wagon
,Third Party insurance,Petrol,5.0,91000.0,Second Owner,Manual,,19.81,1086.0,68.05,,2.35,Hyundai,i10
,Comprehensive,Petrol,5.0,24000.0,First Owner,Automatic,,14.41,1998.0,189.08,,29.95,Mini,Cooper
,Third Party insurance,Petrol,5.0,28000.0,First Owner,Automatic,,19.56,1197.0,81.8,,7.5,Toyota,Glanza
,Comprehensive,Diesel,5.0,49000.0,First Owner,Automatic,,12.8,1968.0,167.6,,13.75,Audi,Q5
,Comprehensive,Petrol,5.0,46181.0,First Owner,Automatic,,16.9,1197.0,82.0,,4.95,Hyundai,Xcent
,Comprehensive,Petrol,5.0,26916.0,First Owner,Manual,,17.5,1298.0,85.8,,5.85,Maruti,Swift
,Comprehensive,Petrol,7.0,55395.0,First Owner,Manual,,17.5,1373.0,91.1,,9.85,Maruti,Ertiga
,Comprehensive,Petrol,5.0,76784.0,First Owner,Manual,,18.78,999.0,75.0,,4.85,Volkswagen,Polo
,Comprehensive,Diesel,7.0,43000.0,Second Owner,Automatic,,16.0,1997.0,140.0,,10.45,Mahindra,XUV500
,Comprehensive,Petrol,5.0,33000.0,First Owner,Manual,,16.47,1198.0,74.0,,4.25,Volkswagen,Polo
,Comprehensive,Petrol,5.0,29000.0,First Owner,Automatic,,16.93,1197.0,103.2,,5.45,Volkswagen,Vento
,Third Party insurance,Diesel,5.0,39000.0,First Owner,Automatic,,22.15,1498.0,108.6,,7.45,Volkswagen,Vento
,Comprehensive,Petrol,5.0,3200.0,First Owner,Manual,,17.6,1496.0,88.73,,3.95,Toyota,Etios
,Comprehensive,Petrol,5.0,20000.0,First Owner,Automatic,,23.84,1199.0,83.83,,5.45,Tata,Tiago
,Comprehensive,Petrol,7.0,9000.0,First Owner,Automatic,,,1999.0,197.13,,26.5,Mahindra,XUV700
,Third Party insurance,Petrol,5.0,37000.0,First Owner,Manual,,17.8,1497.0,117.3,,5.25,Honda,City
,Third Party insurance,Petrol,5.0,41200.0,First Owner,Automatic,,14.67,1798.0,177.46,,14.2,Skoda,Superb
,Third Party insurance,Petrol,5.0,56000.0,Second Owner,Manual,,15.29,1591.0,121.3,,7.51,Hyundai,Creta
,Third Party insurance,Petrol,5.0,46000.0,First Owner,Manual,,18.6,1498.0,119.35,,5.26,Honda,City
,Third Party insurance,Petrol,5.0,50000.0,Second Owner,Manual,,21.79,998.0,67.05,,3.51,Maruti,Wagon
,Third Party insurance,Petrol,5.0,43000.0,First Owner,Manual,,18.7,1199.0,88.7,,5.2,Honda,Jazz
,Third Party insurance,Petrol,5.0,33400.0,First Owner,Automatic,,17.01,1591.0,121.3,,6.6,Hyundai,Verna
,Comprehensive,Diesel,7.0,116000.0,First Owner,Manual,,18.2,1248.0,73.74,,3.85,Chevrolet,Enjoy
,Third Party,Petrol,5.0,9985.0,First Owner,Automatic,,17.05,1199.0,118.35,,9.1,Tata,Nexon
,Comprehensive,Petrol,5.0,44500.0,Second Owner,Automatic,,17.84,1395.0,147.51,,23.0,Audi,A4
,Comprehensive,Diesel,5.0,60000.0,First Owner,Automatic,,22.69,1995.0,190.0,,25.5,BMW,3
,Third Party,Diesel,5.0,43000.0,First Owner,Manual,,28.4,1248.0,74.0,,5.75,Maruti,Swift
,Third Party,Petrol,5.0,63248.0,First Owner,Manual,,17.92,1086.0,62.1,,1.49,Hyundai,Santro
,Zero Dep,Petrol,5.0,19000.0,First Owner,Automatic,,19.0,1199.0,88.76,,7.95,Honda,Amaze
,Comprehensive,Diesel,7.0,51524.0,Second Owner,Manual,,20.77,1248.0,88.76,,7.21,Maruti,Ertiga
,Comprehensive,Petrol,5.0,44000.0,Second Owner,Automatic,,11.7,2354.0,177.6,,6.45,Honda,New
,Zero Dep,Petrol,5.0,28000.0,First Owner,Automatic,,19.0,1199.0,88.76,,7.25,Honda,Amaze
,Third Party insurance,Petrol,5.0,57000.0,First Owner,Manual,,17.0,1497.0,307.0,,3.25,Honda,City
,Third Party insurance,Petrol,5.0,36000.0,First Owner,Automatic,,15.6,1497.0,116.3,,4.45,Honda,City
,Zero Dep,Petrol,5.0,37000.0,First Owner,Automatic,,18.0,1497.0,117.3,,7.75,Honda,City
,Comprehensive,Petrol,5.0,42000.0,First Owner,Automatic,,17.01,1591.0,121.3,,6.45,Hyundai,Verna
,Zero Dep,Petrol,5.0,22000.0,First Owner,Automatic,,18.15,998.0,118.35,,10.45,Hyundai,Venue
,Third Party insurance,Petrol,5.0,20000.0,First Owner,Manual,,20.36,1197.0,78.9,,2.99,Hyundai,i10
,Third Party insurance,Petrol,5.0,10000.0,First Owner,Manual,,20.89,1197.0,81.8,,4.95,Maruti,Ignis
,Third Party insurance,Petrol,7.0,20000.0,First Owner,Manual,,17.5,1373.0,91.1,,7.45,Maruti,Ertiga
,Third Party insurance,Petrol,7.0,32000.0,First Owner,Manual,,19.34,1462.0,103.0,,8.45,Maruti,Ertiga
,Third Party,Petrol,5.0,4500.0,First Owner,Manual,,22.0,1197.0,81.8,,5.95,Maruti,Swift
